cell,cycle,SOH,SOC_true,SOC_ekf,soc_err,extrap,I_meas_A,I_oracle_A,I_ekf_A
BOOST,1875,0.69674,0.5025,0.4796,-0.0229,0.909,-21.402,-22.621,-22.616
BOOST,1875,0.69674,0.4329,0.4192,-0.0137,0.951,-16.749,-20.382,-19.627
BOOST,1875,0.69674,0.3632,0.3726,0.0094,0.939,-11.272,-14.845,-15.46
BOOST_NEGPULSE,40,0.99146,1.0,0.9897,-0.0103,3.65,-124.011,-127.895,-130.614
BOOST_NEGPULSE,40,0.99146,0.9493,0.944,-0.0053,3.891,-132.215,-134.754,-134.691
BOOST_NEGPULSE,40,0.99146,0.9001,0.8947,-0.0054,3.786,-128.638,-132.881,-132.41
BOOST_NEGPULSE,40,0.99146,0.8016,0.7988,-0.0028,3.425,-116.349,-119.759,-119.688
BOOST_NEGPULSE,40,0.99146,0.7031,0.7031,-0.0,3.378,-114.757,-117.412,-117.413
BOOST_NEGPULSE,40,0.99146,0.6046,0.6006,-0.004,3.208,-108.991,-109.09,-109.846
BOOST_NEGPULSE,40,0.99146,0.5062,0.5023,-0.0039,2.944,-100.021,-102.403,-102.826
BOOST_NEGPULSE,40,0.99146,0.4077,0.4054,-0.0023,2.727,-92.662,-95.894,-96.074
BOOST_NEGPULSE,40,0.99146,0.3092,0.3093,0.0001,2.535,-86.119,-89.009,-89.006
BOOST_NEGPULSE,40,0.99146,0.2107,0.2114,0.0007,2.222,-75.478,-76.64,-76.625
BOOST_NEGPULSE,40,0.99146,0.1614,0.1596,-0.0018,1.954,-66.394,-66.557,-66.407
BOOST_NEGPULSE,76,0.98832,1.0,0.9896,-0.0104,3.604,-122.072,-127.716,-130.421
BOOST_NEGPULSE,76,0.98832,0.9495,0.9438,-0.0057,3.802,-128.768,-134.626,-134.561
BOOST_NEGPULSE,76,0.98832,0.9004,0.8948,-0.0056,3.777,-127.925,-132.834,-132.38
BOOST_NEGPULSE,76,0.98832,0.8023,0.799,-0.0033,3.444,-116.646,-119.738,-119.595
BOOST_NEGPULSE,76,0.98832,0.7041,0.7033,-0.0008,3.361,-113.813,-117.365,-117.421
BOOST_NEGPULSE,76,0.98832,0.6059,0.5997,-0.0062,3.183,-107.787,-108.914,-109.983
BOOST_NEGPULSE,76,0.98832,0.5077,0.502,-0.0057,2.898,-98.139,-102.257,-102.864
BOOST_NEGPULSE,76,0.98832,0.4096,0.4056,-0.004,2.738,-92.726,-95.832,-96.146
BOOST_NEGPULSE,76,0.98832,0.3114,0.3093,-0.0021,2.541,-86.065,-88.942,-89.057
BOOST_NEGPULSE,76,0.98832,0.2132,0.2109,-0.0023,2.187,-74.062,-76.343,-76.388
BOOST_NEGPULSE,76,0.98832,0.1642,0.1592,-0.005,1.868,-63.261,-66.404,-66.015
BOOST_NEGPULSE,112,0.97558,1.0,0.9896,-0.0104,3.622,-120.981,-125.316,-127.69
BOOST_NEGPULSE,112,0.97558,0.9505,0.9444,-0.0061,3.84,-128.253,-131.523,-131.615
BOOST_NEGPULSE,112,0.97558,0.9022,0.8962,-0.006,3.734,-124.697,-130.142,-129.858
BOOST_NEGPULSE,112,0.97558,0.8054,0.8023,-0.0031,3.401,-113.59,-118.129,-117.872
BOOST_NEGPULSE,112,0.97558,0.7086,0.7075,-0.0011,3.368,-112.483,-114.952,-115.026
BOOST_NEGPULSE,112,0.97558,0.6117,0.6065,-0.0052,3.203,-106.974,-107.582,-108.533
BOOST_NEGPULSE,112,0.97558,0.5149,0.5099,-0.005,2.951,-98.543,-101.063,-101.545
BOOST_NEGPULSE,112,0.97558,0.4181,0.4145,-0.0036,2.731,-91.223,-94.83,-95.107
BOOST_NEGPULSE,112,0.97558,0.3213,0.3201,-0.0012,2.539,-84.787,-87.91,-87.975
BOOST_NEGPULSE,112,0.97558,0.2245,0.2229,-0.0016,2.212,-73.856,-75.003,-75.031
BOOST_NEGPULSE,112,0.97558,0.1761,0.1729,-0.0032,1.918,-64.067,-64.042,-63.984
BOOST_NEGPULSE,150,0.9707,1.0,0.9896,-0.0104,3.597,-119.569,-123.507,-125.813
BOOST_NEGPULSE,150,0.9707,0.9511,0.9446,-0.0065,3.73,-123.993,-129.346,-129.58
BOOST_NEGPULSE,150,0.9707,0.903,0.8967,-0.0063,3.689,-122.632,-128.235,-128.02
BOOST_NEGPULSE,150,0.9707,0.8066,0.8031,-0.0035,3.376,-112.219,-116.718,-116.436
BOOST_NEGPULSE,150,0.9707,0.7103,0.7085,-0.0018,3.377,-112.256,-112.999,-113.114
BOOST_NEGPULSE,150,0.9707,0.6139,0.6077,-0.0062,3.162,-105.125,-106.681,-107.308
BOOST_NEGPULSE,150,0.9707,0.5176,0.511,-0.0066,2.897,-96.313,-99.904,-100.352
BOOST_NEGPULSE,150,0.9707,0.4212,0.4163,-0.0049,2.725,-90.593,-94.061,-94.307
BOOST_NEGPULSE,150,0.9707,0.3248,0.3231,-0.0017,2.548,-84.716,-87.176,-87.253
BOOST_NEGPULSE,150,0.9707,0.2285,0.2271,-0.0014,2.175,-72.305,-73.942,-73.966
BOOST_NEGPULSE,150,0.9707,0.1803,0.1765,-0.0038,1.84,-61.176,-62.115,-62.109
BOOST_NEGPULSE,187,0.96088,1.0,0.9895,-0.0105,3.551,-116.792,-119.243,-121.407
BOOST_NEGPULSE,187,0.96088,0.952,0.9449,-0.0071,3.721,-122.367,-124.03,-124.471
BOOST_NEGPULSE,187,0.96088,0.9044,0.898,-0.0064,3.708,-121.95,-123.487,-123.419
BOOST_NEGPULSE,187,0.96088,0.8091,0.8062,-0.0029,3.343,-109.925,-113.109,-112.882
BOOST_NEGPULSE,187,0.96088,0.7138,0.7119,-0.0019,3.33,-109.522,-108.504,-108.743
BOOST_NEGPULSE,187,0.96088,0.6184,0.6142,-0.0042,3.178,-104.506,-103.639,-103.863
BOOST_NEGPULSE,187,0.96088,0.5231,0.5181,-0.005,2.951,-97.063,-97.158,-97.482
BOOST_NEGPULSE,187,0.96088,0.4278,0.424,-0.0038,2.707,-89.029,-91.63,-91.815
BOOST_NEGPULSE,187,0.96088,0.3324,0.3322,-0.0002,2.515,-82.69,-83.954,-83.948
BOOST_NEGPULSE,187,0.96088,0.2371,0.2389,0.0018,2.194,-72.138,-64.76,-65.07
BOOST_NEGPULSE,187,0.96088,0.1895,0.189,-0.0005,1.821,-59.882,-58.731,-58.717
BOOST_NEGPULSE,225,0.95339,1.0,0.9891,-0.0109,3.515,-114.746,-117.638,-119.805
BOOST_NEGPULSE,225,0.95339,0.9527,0.9446,-0.0081,3.66,-119.48,-121.929,-122.485
BOOST_NEGPULSE,225,0.95339,0.9054,0.8983,-0.0071,3.634,-118.621,-121.51,-121.533
BOOST_NEGPULSE,225,0.95339,0.8108,0.808,-0.0028,3.36,-109.673,-112.159,-111.944
BOOST_NEGPULSE,225,0.95339,0.7162,0.7141,-0.0021,3.298,-107.633,-107.75,-108.015
BOOST_NEGPULSE,225,0.95339,0.6215,0.6175,-0.004,3.121,-101.887,-103.307,-103.516
BOOST_NEGPULSE,225,0.95339,0.5269,0.522,-0.0049,2.879,-93.981,-97.035,-97.352
BOOST_NEGPULSE,225,0.95339,0.4323,0.4286,-0.0037,2.71,-88.455,-90.977,-91.15
BOOST_NEGPULSE,225,0.95339,0.3377,0.3372,-0.0005,2.526,-82.446,-83.185,-83.168
BOOST_NEGPULSE,225,0.95339,0.2431,0.2447,0.0016,2.138,-69.797,-65.03,-65.471
BOOST_NEGPULSE,225,0.95339,0.1958,0.1964,0.0006,1.774,-57.919,-56.935,-56.952
BOOST_NEGPULSE,262,0.94553,1.0,0.9889,-0.0111,3.471,-112.307,-111.397,-113.388
BOOST_NEGPULSE,262,0.94553,0.9531,0.9447,-0.0084,3.596,-116.37,-114.902,-115.491
BOOST_NEGPULSE,262,0.94553,0.9062,0.8991,-0.0071,3.55,-114.891,-114.831,-114.915
BOOST_NEGPULSE,262,0.94553,0.8124,0.8096,-0.0028,3.3,-106.787,-106.799,-106.6
BOOST_NEGPULSE,262,0.94553,0.7186,0.7163,-0.0023,3.309,-107.076,-102.951,-103.104
BOOST_NEGPULSE,262,0.94553,0.6248,0.6211,-0.0037,3.083,-99.774,-99.075,-99.229
BOOST_NEGPULSE,262,0.94553,0.531,0.5266,-0.0044,2.85,-92.226,-92.953,-92.894
BOOST_NEGPULSE,262,0.94553,0.4372,0.4336,-0.0036,2.669,-86.368,-86.833,-86.872
BOOST_NEGPULSE,262,0.94553,0.3434,0.3425,-0.0009,2.476,-80.114,-79.518,-79.248
BOOST_NEGPULSE,262,0.94553,0.2496,0.2511,0.0015,2.142,-69.308,-65.347,-65.879
BOOST_NEGPULSE,262,0.94553,0.2027,0.2042,0.0015,1.783,-57.694,-53.311,-53.419
BOOST_NEGPULSE,300,0.94211,1.0,0.9886,-0.0114,3.483,-112.378,-111.919,-113.885
BOOST_NEGPULSE,300,0.94211,0.9532,0.9442,-0.009,3.541,-114.24,-115.367,-115.97
BOOST_NEGPULSE,300,0.94211,0.9065,0.8986,-0.0079,3.517,-113.471,-115.248,-115.318
BOOST_NEGPULSE,300,0.94211,0.813,0.8095,-0.0035,3.235,-104.358,-107.376,-107.149
BOOST_NEGPULSE,300,0.94211,0.7195,0.7167,-0.0028,3.247,-104.752,-103.558,-103.709
BOOST_NEGPULSE,300,0.94211,0.626,0.6216,-0.0044,3.055,-98.57,-99.921,-100.107
BOOST_NEGPULSE,300,0.94211,0.5324,0.5276,-0.0048,2.826,-91.171,-93.293,-93.227
BOOST_NEGPULSE,300,0.94211,0.4389,0.4352,-0.0037,2.685,-86.629,-87.191,-87.179
BOOST_NEGPULSE,300,0.94211,0.3454,0.3443,-0.0011,2.442,-78.791,-79.158,-78.677
BOOST_NEGPULSE,300,0.94211,0.2519,0.2532,0.0013,2.108,-67.995,-65.911,-65.868
BOOST_NEGPULSE,300,0.94211,0.2052,0.2062,0.001,1.692,-54.589,-52.678,-52.734
BOOST_NEGPULSE,337,0.93563,1.0,0.9884,-0.0116,3.394,-108.77,-108.805,-110.588
BOOST_NEGPULSE,337,0.93563,0.9536,0.9444,-0.0092,3.458,-110.795,-112.041,-112.685
BOOST_NEGPULSE,337,0.93563,0.9071,0.8992,-0.0079,3.413,-109.351,-111.918,-111.807
