cell,cycle,SOH,SOC,OCV_V,V_dis_V,V_chg_V,hyst_mV
BOOST_NEGPULSE_1S,526,0.92819,0.95,4.1075,4.0889,4.12611,37.21
BOOST_NEGPULSE_1S,526,0.92819,0.96,4.11639,4.0957,4.13708,41.38
BOOST_NEGPULSE_1S,526,0.92819,0.97,4.12787,4.1049,4.15083,45.93
BOOST_NEGPULSE_1S,526,0.92819,0.98,4.14346,4.1184,4.16852,50.12
BOOST_NEGPULSE_1S,526,0.92819,0.99,4.16402,4.1379,4.19014,52.24
BOOST_NEGPULSE_1S,601,0.92095,0.06,2.81387,2.62172,3.00602,384.3
BOOST_NEGPULSE_1S,601,0.92095,0.07,3.05101,2.94552,3.15649,210.97
BOOST_NEGPULSE_1S,601,0.92095,0.08,3.16439,3.08024,3.24854,168.3
BOOST_NEGPULSE_1S,601,0.92095,0.09,3.24311,3.17128,3.31494,143.66
BOOST_NEGPULSE_1S,601,0.92095,0.1,3.30061,3.23782,3.36339,125.57
BOOST_NEGPULSE_1S,601,0.92095,0.11,3.33707,3.28612,3.38802,101.9
BOOST_NEGPULSE_1S,601,0.92095,0.12,3.36127,3.32151,3.40103,79.53
BOOST_NEGPULSE_1S,601,0.92095,0.13,3.3802,3.34874,3.41166,62.92
BOOST_NEGPULSE_1S,601,0.92095,0.14,3.39536,3.36936,3.42136,51.99
BOOST_NEGPULSE_1S,601,0.92095,0.15,3.40773,3.3849,3.43056,45.66
BOOST_NEGPULSE_1S,601,0.92095,0.16,3.4179,3.39684,3.43897,42.13
BOOST_NEGPULSE_1S,601,0.92095,0.17,3.42745,3.40743,3.44747,40.04
BOOST_NEGPULSE_1S,601,0.92095,0.18,3.43655,3.41704,3.45606,39.03
BOOST_NEGPULSE_1S,601,0.92095,0.19,3.44566,3.42614,3.46518,39.03
BOOST_NEGPULSE_1S,601,0.92095,0.2,3.4556,3.43584,3.47536,39.53
BOOST_NEGPULSE_1S,601,0.92095,0.21,3.4666,3.44682,3.48637,39.55
BOOST_NEGPULSE_1S,601,0.92095,0.22,3.47815,3.45842,3.49787,39.45
BOOST_NEGPULSE_1S,601,0.92095,0.23,3.49,3.47004,3.50997,39.93
BOOST_NEGPULSE_1S,601,0.92095,0.24,3.50135,3.48113,3.52158,40.45
BOOST_NEGPULSE_1S,601,0.92095,0.25,3.51255,3.49193,3.53318,41.25
BOOST_NEGPULSE_1S,601,0.92095,0.26,3.52336,3.50214,3.54458,42.44
BOOST_NEGPULSE_1S,601,0.92095,0.27,3.53386,3.51242,3.55529,42.87
BOOST_NEGPULSE_1S,601,0.92095,0.28,3.54381,3.52214,3.56549,43.35
BOOST_NEGPULSE_1S,601,0.92095,0.29,3.55312,3.53144,3.57479,43.35
BOOST_NEGPULSE_1S,601,0.92095,0.3,3.56246,3.54083,3.5841,43.27
BOOST_NEGPULSE_1S,601,0.92095,0.31,3.57122,3.54974,3.5927,42.96
BOOST_NEGPULSE_1S,601,0.92095,0.32,3.57987,3.55873,3.601,42.28
BOOST_NEGPULSE_1S,601,0.92095,0.33,3.58803,3.56725,3.6088,41.55
BOOST_NEGPULSE_1S,601,0.92095,0.34,3.59578,3.57546,3.6161,40.64
BOOST_NEGPULSE_1S,601,0.92095,0.35,3.60323,3.58344,3.62301,39.57
BOOST_NEGPULSE_1S,601,0.92095,0.36,3.61063,3.59124,3.63001,38.76
BOOST_NEGPULSE_1S,601,0.92095,0.37,3.61758,3.59856,3.63661,38.05
BOOST_NEGPULSE_1S,601,0.92095,0.38,3.62458,3.60594,3.64322,37.27
BOOST_NEGPULSE_1S,601,0.92095,0.39,3.63158,3.61315,3.65001,36.86
BOOST_NEGPULSE_1S,601,0.92095,0.4,3.63829,3.62006,3.65653,36.47
BOOST_NEGPULSE_1S,601,0.92095,0.41,3.64538,3.62724,3.66352,36.28
BOOST_NEGPULSE_1S,601,0.92095,0.42,3.65233,3.63424,3.67042,36.18
BOOST_NEGPULSE_1S,601,0.92095,0.43,3.6595,3.64128,3.67772,36.44
BOOST_NEGPULSE_1S,601,0.92095,0.44,3.66705,3.64858,3.68552,36.95
BOOST_NEGPULSE_1S,601,0.92095,0.45,3.6749,3.65637,3.69343,37.06
BOOST_NEGPULSE_1S,601,0.92095,0.46,3.68301,3.66418,3.70184,37.66
BOOST_NEGPULSE_1S,601,0.92095,0.47,3.6918,3.67257,3.71102,38.46
BOOST_NEGPULSE_1S,601,0.92095,0.48,3.70095,3.68137,3.72052,39.16
BOOST_NEGPULSE_1S,601,0.92095,0.49,3.71035,3.69057,3.73014,39.57
BOOST_NEGPULSE_1S,601,0.92095,0.5,3.7203,3.70036,3.74024,39.88
BOOST_NEGPULSE_1S,601,0.92095,0.51,3.73052,3.71017,3.75086,40.7
BOOST_NEGPULSE_1S,601,0.92095,0.52,3.74077,3.72047,3.76106,40.6
BOOST_NEGPULSE_1S,601,0.92095,0.53,3.75122,3.73097,3.77146,40.5
BOOST_NEGPULSE_1S,601,0.92095,0.54,3.76157,3.74136,3.78177,40.41
BOOST_NEGPULSE_1S,601,0.92095,0.55,3.77176,3.75157,3.79196,40.39
BOOST_NEGPULSE_1S,601,0.92095,0.56,3.78167,3.76156,3.80177,40.21
BOOST_NEGPULSE_1S,601,0.92095,0.57,3.79167,3.77157,3.81177,40.2
BOOST_NEGPULSE_1S,601,0.92095,0.58,3.80171,3.78176,3.82166,39.9
BOOST_NEGPULSE_1S,601,0.92095,0.59,3.81167,3.79196,3.83137,39.41
BOOST_NEGPULSE_1S,601,0.92095,0.6,3.82157,3.80197,3.84118,39.21
BOOST_NEGPULSE_1S,601,0.92095,0.61,3.83176,3.81236,3.85116,38.81
BOOST_NEGPULSE_1S,601,0.92095,0.62,3.84157,3.82238,3.86076,38.38
BOOST_NEGPULSE_1S,601,0.92095,0.63,3.85137,3.83256,3.87017,37.61
BOOST_NEGPULSE_1S,601,0.92095,0.64,3.86128,3.84286,3.8797,36.83
BOOST_NEGPULSE_1S,601,0.92095,0.65,3.87077,3.85277,3.88877,36.0
BOOST_NEGPULSE_1S,601,0.92095,0.66,3.88024,3.86296,3.89752,34.56
BOOST_NEGPULSE_1S,601,0.92095,0.67,3.88977,3.87317,3.90637,33.2
BOOST_NEGPULSE_1S,601,0.92095,0.68,3.89879,3.88297,3.9146,31.62
BOOST_NEGPULSE_1S,601,0.92095,0.69,3.90723,3.89188,3.92257,30.69
BOOST_NEGPULSE_1S,601,0.92095,0.7,3.91513,3.89978,3.93048,30.7
BOOST_NEGPULSE_1S,601,0.92095,0.71,3.92307,3.90758,3.93856,30.98
BOOST_NEGPULSE_1S,601,0.92095,0.72,3.9313,3.91538,3.94721,31.82
BOOST_NEGPULSE_1S,601,0.92095,0.73,3.94039,3.92387,3.95691,33.03
BOOST_NEGPULSE_1S,601,0.92095,0.74,3.95009,3.93288,3.9673,34.42
BOOST_NEGPULSE_1S,601,0.92095,0.75,3.9605,3.94248,3.97852,36.04
BOOST_NEGPULSE_1S,601,0.92095,0.76,3.97166,3.95268,3.99064,37.97
BOOST_NEGPULSE_1S,601,0.92095,0.77,3.98362,3.96378,4.00346,39.68
BOOST_NEGPULSE_1S,601,0.92095,0.78,3.99588,3.97528,4.01648,41.19
BOOST_NEGPULSE_1S,601,0.92095,0.79,4.00832,3.98708,4.02956,42.48
BOOST_NEGPULSE_1S,601,0.92095,0.8,4.02067,3.99918,4.04216,42.98
BOOST_NEGPULSE_1S,601,0.92095,0.81,4.03215,4.01049,4.05381,43.32
BOOST_NEGPULSE_1S,601,0.92095,0.82,4.04271,4.02109,4.06433,43.24
BOOST_NEGPULSE_1S,601,0.92095,0.83,4.0521,4.03088,4.07331,42.43
BOOST_NEGPULSE_1S,601,0.92095,0.84,4.06003,4.04009,4.07996,39.88
BOOST_NEGPULSE_1S,601,0.92095,0.85,4.06596,4.04839,4.08353,35.14
BOOST_NEGPULSE_1S,601,0.92095,0.86,4.07099,4.05569,4.08628,30.59
BOOST_NEGPULSE_1S,601,0.92095,0.87,4.07523,4.0615,4.08896,27.47
BOOST_NEGPULSE_1S,601,0.92095,0.88,4.07876,4.06579,4.09173,25.94
BOOST_NEGPULSE_1S,601,0.92095,0.89,4.08142,4.0684,4.09444,26.04
BOOST_NEGPULSE_1S,601,0.92095,0.9,4.08443,4.071,4.09786,26.86
BOOST_NEGPULSE_1S,601,0.92095,0.91,4.08741,4.0731,4.10172,28.62
BOOST_NEGPULSE_1S,601,0.92095,0.92,4.09103,4.0758,4.10626,30.46
BOOST_NEGPULSE_1S,601,0.92095,0.93,4.0954,4.079,4.1118,32.8
BOOST_NEGPULSE_1S,601,0.92095,0.94,4.10072,4.0825,4.11894,36.44
BOOST_NEGPULSE_1S,601,0.92095,0.95,4.10757,4.0875,4.12764,40.14
BOOST_NEGPULSE_1S,601,0.92095,0.96,4.11642,4.0942,4.13864,44.44
BOOST_NEGPULSE_1S,601,0.92095,0.97,4.12813,4.1032,4.15306,49.86
BOOST_NEGPULSE_1S,601,0.92095,0.98,4.14335,4.116,4.1707,54.7
BOOST_NEGPULSE_1S,601,0.92095,0.99,4.16386,4.1352,4.19252,57.32
BOOST_NEGPULSE_1S,676,0.90938,0.07,2.79076,2.57504,3.00648,431.44
BOOST_NEGPULSE_1S,676,0.90938,0.08,3.04146,2.92106,3.16185,240.8
BOOST_NEGPULSE_1S,676,0.90938,0.09,3.15908,3.06366,3.2545,190.83
BOOST_NEGPULSE_1S,676,0.90938,0.1,3.23974,3.15891,3.32057,161.65
BOOST_NEGPULSE_1S,676,0.90938,0.11,3.29846,3.22898,3.36793,138.94
BOOST_NEGPULSE_1S,676,0.90938,0.12,3.33554,3.28001,3.39107,111.06
BOOST_NEGPULSE_1S,676,0.90938,0.13,3.36087,3.31795,3.40378,85.83
BOOST_NEGPULSE_1S,676,0.90938,0.14,3.38049,3.3465,3.41449,67.99
BOOST_NEGPULSE_1S,676,0.90938,0.15,3.39626,3.36813,3.42439,56.26
BOOST_NEGPULSE_1S,676,0.90938,0.16,3.40906,3.38452,3.43359,49.07
BOOST_NEGPULSE_1S,676,0.90938,0.17,3.41969,3.39728,3.4421,44.82
BOOST_NEGPULSE_1S,676,0.90938,0.18,3.4294,3.40819,3.4506,42.41
BOOST_NEGPULSE_1S,676,0.90938,0.19,3.43865,3.4178,3.4595,41.7
BOOST_NEGPULSE_1S,676,0.90938,0.2,3.44801,3.4273,3.46871,41.4
BOOST_NEGPULSE_1S,676,0.90938,0.21,3.45829,3.43738,3.47921,41.83
BOOST_NEGPULSE_1S,676,0.90938,0.22,3.46906,3.4481,3.49001,41.91
BOOST_NEGPULSE_1S,676,0.90938,0.23,3.48064,3.45967,3.50162,41.95
BOOST_NEGPULSE_1S,676,0.90938,0.24,3.49236,3.47129,3.51342,42.13
BOOST_NEGPULSE_1S,676,0.90938,0.25,3.50376,3.48239,3.52513,42.73
BOOST_NEGPULSE_1S,676,0.90938,0.26,3.51481,3.49299,3.53662,43.63
BOOST_NEGPULSE_1S,676,0.90938,0.27,3.52555,3.50348,3.54763,44.15
BOOST_NEGPULSE_1S,676,0.90938,0.28,3.53591,3.51359,3.55823,44.64
BOOST_NEGPULSE_1S,676,0.90938,0.29,3.54573,3.52313,3.56833,45.2
BOOST_NEGPULSE_1S,676,0.90938,0.3,3.55517,3.53272,3.57763,44.92
BOOST_NEGPULSE_1S,676,0.90938,0.31,3.56428,3.54182,3.58674,44.93
BOOST_NEGPULSE_1S,676,0.90938,0.32,3.57332,3.55102,3.59563,44.62
BOOST_NEGPULSE_1S,676,0.90938,0.33,3.58178,3.55973,3.60383,44.1
BOOST_NEGPULSE_1S,676,0.90938,0.34,3.58987,3.5683,3.61143,43.13
BOOST_NEGPULSE_1S,676,0.90938,0.35,3.59773,3.57662,3.61884,42.23
BOOST_NEGPULSE_1S,676,0.90938,0.36,3.60537,3.5847,3.62604,41.33
BOOST_NEGPULSE_1S,676,0.90938,0.37,3.61269,3.59235,3.63303,40.68
BOOST_NEGPULSE_1S,676,0.90938,0.38,3.61987,3.6,3.63974,39.74
BOOST_NEGPULSE_1S,676,0.90938,0.39,3.62685,3.60725,3.64645,39.2
BOOST_NEGPULSE_1S,676,0.90938,0.4,3.63389,3.61445,3.65333,38.88
BOOST_NEGPULSE_1S,676,0.90938,0.41,3.6409,3.62165,3.66014,38.49
BOOST_NEGPULSE_1S,676,0.90938,0.42,3.64805,3.62884,3.66725,38.4
BOOST_NEGPULSE_1S,676,0.90938,0.43,3.6553,3.63615,3.67445,38.3
BOOST_NEGPULSE_1S,676,0.90938,0.44,3.66265,3.64327,3.68204,38.77
BOOST_NEGPULSE_1S,676,0.90938,0.45,3.67031,3.65086,3.68976,38.9
BOOST_NEGPULSE_1S,676,0.90938,0.46,3.67841,3.65865,3.69817,39.52
BOOST_NEGPULSE_1S,676,0.90938,0.47,3.68711,3.66704,3.70718,40.15
BOOST_NEGPULSE_1S,676,0.90938,0.48,3.69601,3.67554,3.71647,40.93
BOOST_NEGPULSE_1S,676,0.90938,0.49,3.70545,3.68472,3.72618,41.46
BOOST_NEGPULSE_1S,676,0.90938,0.5,3.71516,3.69423,3.7361,41.87
BOOST_NEGPULSE_1S,676,0.90938,0.51,3.72526,3.70393,3.7466,42.67
BOOST_NEGPULSE_1S,676,0.90938,0.52,3.73556,3.71422,3.75691,42.69
BOOST_NEGPULSE_1S,676,0.90938,0.53,3.74602,3.72454,3.7675,42.95
BOOST_NEGPULSE_1S,676,0.90938,0.54,3.75632,3.73493,3.77772,42.79
BOOST_NEGPULSE_1S,676,0.90938,0.55,3.7667,3.74543,3.78797,42.54
BOOST_NEGPULSE_1S,676,0.90938,0.56,3.77668,3.75554,3.79781,42.26
BOOST_NEGPULSE_1S,676,0.90938,0.57,3.78667,3.76563,3.80772,42.09
BOOST_NEGPULSE_1S,676,0.90938,0.58,3.79676,3.77584,3.81768,41.85
BOOST_NEGPULSE_1S,676,0.90938,0.59,3.80657,3.78564,3.8275,41.86
BOOST_NEGPULSE_1S,676,0.90938,0.6,3.81644,3.79574,3.83714,41.4
BOOST_NEGPULSE_1S,676,0.90938,0.61,3.82648,3.80602,3.84694,40.92
BOOST_NEGPULSE_1S,676,0.90938,0.62,3.83637,3.81623,3.85651,40.28
BOOST_NEGPULSE_1S,676,0.90938,0.63,3.84594,3.82603,3.86586,39.83
BOOST_NEGPULSE_1S,676,0.90938,0.64,3.85564,3.83616,3.87513,38.97
BOOST_NEGPULSE_1S,676,0.90938,0.65,3.86513,3.84586,3.8844,38.53
BOOST_NEGPULSE_1S,676,0.90938,0.66,3.87439,3.85566,3.89311,37.45
BOOST_NEGPULSE_1S,676,0.90938,0.67,3.88366,3.86537,3.90194,36.58
BOOST_NEGPULSE_1S,676,0.90938,0.68,3.89289,3.87526,3.91051,35.25
BOOST_NEGPULSE_1S,676,0.90938,0.69,3.90182,3.88485,3.9188,33.94
BOOST_NEGPULSE_1S,676,0.90938,0.7,3.91019,3.89356,3.92683,33.27
BOOST_NEGPULSE_1S,676,0.90938,0.71,3.91839,3.90187,3.93492,33.05
BOOST_NEGPULSE_1S,676,0.90938,0.72,3.92663,3.90967,3.94358,33.91
BOOST_NEGPULSE_1S,676,0.90938,0.73,3.93547,3.91776,3.95318,35.42
BOOST_NEGPULSE_1S,676,0.90938,0.74,3.94491,3.92637,3.96344,37.07
BOOST_NEGPULSE_1S,676,0.90938,0.75,3.95495,3.93548,3.97442,38.94
BOOST_NEGPULSE_1S,676,0.90938,0.76,3.96593,3.94536,3.9865,41.14
BOOST_NEGPULSE_1S,676,0.90938,0.77,3.97749,3.95606,3.99892,42.86
BOOST_NEGPULSE_1S,676,0.90938,0.78,3.98961,3.96717,4.01206,44.89
BOOST_NEGPULSE_1S,676,0.90938,0.79,4.0019,3.97847,4.02532,46.85
BOOST_NEGPULSE_1S,676,0.90938,0.8,4.01413,3.99017,4.0381,47.93
BOOST_NEGPULSE_1S,676,0.90938,0.81,4.02602,4.00187,4.05016,48.29
BOOST_NEGPULSE_1S,676,0.90938,0.82,4.03696,4.01278,4.06114,48.36
BOOST_NEGPULSE_1S,676,0.90938,0.83,4.04687,4.02278,4.07097,48.19
BOOST_NEGPULSE_1S,676,0.90938,0.84,4.05525,4.03208,4.07842,46.34
BOOST_NEGPULSE_1S,676,0.90938,0.85,4.06177,4.04088,4.08265,41.76
BOOST_NEGPULSE_1S,676,0.90938,0.86,4.06728,4.04879,4.08577,36.98
BOOST_NEGPULSE_1S,676,0.90938,0.87,4.07211,4.05589,4.08832,32.44
BOOST_NEGPULSE_1S,676,0.90938,0.88,4.07621,4.0614,4.09102,29.62
BOOST_NEGPULSE_1S,676,0.90938,0.89,4.07967,4.0653,4.09405,28.75
BOOST_NEGPULSE_1S,676,0.90938,0.9,4.08273,4.06829,4.09717,28.88
BOOST_NEGPULSE_1S,676,0.90938,0.91,4.08581,4.0706,4.10102,30.42
BOOST_NEGPULSE_1S,676,0.90938,0.92,4.08932,4.0729,4.10575,32.85
BOOST_NEGPULSE_1S,676,0.90938,0.93,4.09346,4.0758,4.11112,35.32
BOOST_NEGPULSE_1S,676,0.90938,0.94,4.09845,4.0789,4.118,39.1
BOOST_NEGPULSE_1S,676,0.90938,0.95,4.10491,4.083,4.12682,43.83
BOOST_NEGPULSE_1S,676,0.90938,0.96,4.11309,4.0886,4.13758,48.98
BOOST_NEGPULSE_1S,676,0.90938,0.97,4.12367,4.096,4.15134,55.34
BOOST_NEGPULSE_1S,676,0.90938,0.98,4.13764,4.1067,4.16858,61.88
BOOST_NEGPULSE_1S,676,0.90938,0.99,4.15648,4.1229,4.19006,67.16
BOOST_NEGPULSE_1S,751,0.89394,0.09,2.98484,2.83315,3.13653,303.38
BOOST_NEGPULSE_1S,751,0.89394,0.1,3.12851,3.01561,3.24141,225.8
BOOST_NEGPULSE_1S,751,0.89394,0.11,3.2191,3.12465,3.31354,188.89
BOOST_NEGPULSE_1S,751,0.89394,0.12,3.28463,3.204,3.36526,161.26
BOOST_NEGPULSE_1S,751,0.89394,0.13,3.3289,3.26331,3.39448,131.17
BOOST_NEGPULSE_1S,751,0.89394,0.14,3.35753,3.3068,3.40825,101.45
BOOST_NEGPULSE_1S,751,0.89394,0.15,3.37913,3.33952,3.41874,79.23
BOOST_NEGPULSE_1S,751,0.89394,0.16,3.39594,3.36353,3.42834,64.82
BOOST_NEGPULSE_1S,751,0.89394,0.17,3.40946,3.38178,3.43715,55.37
BOOST_NEGPULSE_1S,751,0.89394,0.18,3.42069,3.39562,3.44576,50.13
BOOST_NEGPULSE_1S,751,0.89394,0.19,3.43077,3.40719,3.45435,47.16
BOOST_NEGPULSE_1S,751,0.89394,0.2,3.44021,3.41746,3.46296,45.5
BOOST_NEGPULSE_1S,751,0.89394,0.21,3.44997,3.42747,3.47247,45.0
BOOST_NEGPULSE_1S,751,0.89394,0.22,3.46001,3.43736,3.48266,45.3
BOOST_NEGPULSE_1S,751,0.89394,0.23,3.47074,3.44799,3.49349,45.5
BOOST_NEGPULSE_1S,751,0.89394,0.24,3.48216,3.45932,3.505,45.68
BOOST_NEGPULSE_1S,751,0.89394,0.25,3.4939,3.4708,3.51699,46.19
BOOST_NEGPULSE_1S,751,0.89394,0.26,3.50524,3.48189,3.52859,46.69
BOOST_NEGPULSE_1S,751,0.89394,0.27,3.51644,3.49288,3.54,47.12
BOOST_NEGPULSE_1S,751,0.89394,0.28,3.52725,3.50322,3.55128,48.07
BOOST_NEGPULSE_1S,751,0.89394,0.29,3.5377,3.51359,3.56181,48.22
BOOST_NEGPULSE_1S,751,0.89394,0.3,3.54781,3.5236,3.57201,48.41
BOOST_NEGPULSE_1S,751,0.89394,0.31,3.55749,3.5332,3.58177,48.57
BOOST_NEGPULSE_1S,751,0.89394,0.32,3.5668,3.5427,3.5909,48.19
BOOST_NEGPULSE_1S,751,0.89394,0.33,3.5757,3.55173,3.59967,47.94
BOOST_NEGPULSE_1S,751,0.89394,0.34,3.5843,3.5607,3.60789,47.18
BOOST_NEGPULSE_1S,751,0.89394,0.35,3.59264,3.5695,3.61578,46.27
BOOST_NEGPULSE_1S,751,0.89394,0.36,3.6005,3.57772,3.62328,45.56
BOOST_NEGPULSE_1S,751,0.89394,0.37,3.60815,3.58603,3.63028,44.25
BOOST_NEGPULSE_1S,751,0.89394,0.38,3.61571,3.59393,3.63748,43.56
BOOST_NEGPULSE_1S,751,0.89394,0.39,3.62292,3.60144,3.6444,42.96
BOOST_NEGPULSE_1S,751,0.89394,0.4,3.63005,3.60884,3.65126,42.42
BOOST_NEGPULSE_1S,751,0.89394,0.41,3.63727,3.61643,3.65811,41.68
BOOST_NEGPULSE_1S,751,0.89394,0.42,3.64446,3.62364,3.66528,41.64
BOOST_NEGPULSE_1S,751,0.89394,0.43,3.65167,3.63093,3.67241,41.48
BOOST_NEGPULSE_1S,751,0.89394,0.44,3.6593,3.6385,3.6801,41.59
BOOST_NEGPULSE_1S,751,0.89394,0.45,3.66696,3.64604,3.68788,41.84
BOOST_NEGPULSE_1S,751,0.89394,0.46,3.67498,3.65382,3.69614,42.33
BOOST_NEGPULSE_1S,751,0.89394,0.47,3.68352,3.66214,3.7049,42.76
BOOST_NEGPULSE_1S,751,0.89394,0.48,3.69234,3.67064,3.71403,43.38
BOOST_NEGPULSE_1S,751,0.89394,0.49,3.70162,3.67945,3.72378,44.33
BOOST_NEGPULSE_1S,751,0.89394,0.5,3.71138,3.68892,3.73384,44.92
BOOST_NEGPULSE_1S,751,0.89394,0.51,3.72136,3.69864,3.74408,45.44
BOOST_NEGPULSE_1S,751,0.89394,0.52,3.73169,3.70873,3.75466,45.93
BOOST_NEGPULSE_1S,751,0.89394,0.53,3.74205,3.71922,3.76488,45.66
BOOST_NEGPULSE_1S,751,0.89394,0.54,3.75247,3.72964,3.7753,45.66
BOOST_NEGPULSE_1S,751,0.89394,0.55,3.76274,3.73984,3.78564,45.8
BOOST_NEGPULSE_1S,751,0.89394,0.56,3.77284,3.75023,3.79546,45.23
BOOST_NEGPULSE_1S,751,0.89394,0.57,3.78286,3.76025,3.80546,45.21
BOOST_NEGPULSE_1S,751,0.89394,0.58,3.79268,3.77014,3.81522,45.08
BOOST_NEGPULSE_1S,751,0.89394,0.59,3.80249,3.78014,3.82484,44.7
BOOST_NEGPULSE_1S,751,0.89394,0.6,3.81216,3.79003,3.83429,44.26
BOOST_NEGPULSE_1S,751,0.89394,0.61,3.82197,3.79994,3.84399,44.05
BOOST_NEGPULSE_1S,751,0.89394,0.62,3.83156,3.80984,3.85329,43.46
BOOST_NEGPULSE_1S,751,0.89394,0.63,3.84127,3.81982,3.86272,42.9
BOOST_NEGPULSE_1S,751,0.89394,0.64,3.85077,3.82954,3.87199,42.45
BOOST_NEGPULSE_1S,751,0.89394,0.65,3.86008,3.83922,3.88094,41.72
BOOST_NEGPULSE_1S,751,0.89394,0.66,3.86927,3.84874,3.88979,41.05
BOOST_NEGPULSE_1S,751,0.89394,0.67,3.87852,3.85816,3.89889,40.73
BOOST_NEGPULSE_1S,751,0.89394,0.68,3.88776,3.86776,3.90777,40.01
BOOST_NEGPULSE_1S,751,0.89394,0.69,3.89691,3.87736,3.91647,39.11
BOOST_NEGPULSE_1S,751,0.89394,0.7,3.90579,3.88686,3.92472,37.87
BOOST_NEGPULSE_1S,751,0.89394,0.71,3.9144,3.89547,3.93332,37.86
BOOST_NEGPULSE_1S,751,0.89394,0.72,3.92306,3.90396,3.94217,38.21
BOOST_NEGPULSE_1S,751,0.89394,0.73,3.93191,3.91227,3.95155,39.29
BOOST_NEGPULSE_1S,751,0.89394,0.74,3.94137,3.92067,3.96208,41.41
BOOST_NEGPULSE_1S,751,0.89394,0.75,3.95154,3.92986,3.97322,43.36
BOOST_NEGPULSE_1S,751,0.89394,0.76,3.96231,3.93946,3.98515,45.69
BOOST_NEGPULSE_1S,751,0.89394,0.77,3.97366,3.94946,3.99786,48.4
BOOST_NEGPULSE_1S,751,0.89394,0.78,3.98562,3.96016,4.01108,50.92
BOOST_NEGPULSE_1S,751,0.89394,0.79,3.99775,3.97136,4.02414,52.77
BOOST_NEGPULSE_1S,751,0.89394,0.8,4.00989,3.98257,4.03722,54.65
BOOST_NEGPULSE_1S,751,0.89394,0.81,4.02171,3.99406,4.04935,55.29
BOOST_NEGPULSE_1S,751,0.89394,0.82,4.03285,4.00488,4.06082,55.94
BOOST_NEGPULSE_1S,751,0.89394,0.83,4.04297,4.01527,4.07066,55.38
BOOST_NEGPULSE_1S,751,0.89394,0.84,4.05163,4.02497,4.07829,53.32
BOOST_NEGPULSE_1S,751,0.89394,0.85,4.05828,4.03349,4.08306,49.58
BOOST_NEGPULSE_1S,751,0.89394,0.86,4.06397,4.04188,4.08606,44.18
BOOST_NEGPULSE_1S,751,0.89394,0.87,4.06936,4.04979,4.08893,39.15
BOOST_NEGPULSE_1S,751,0.89394,0.88,4.07413,4.05649,4.09176,35.28
BOOST_NEGPULSE_1S,751,0.89394,0.89,4.07833,4.06159,4.09506,33.47
BOOST_NEGPULSE_1S,751,0.89394,0.9,4.08204,4.06559,4.0985,32.9
BOOST_NEGPULSE_1S,751,0.89394,0.91,4.08559,4.0683,4.10288,34.58
BOOST_NEGPULSE_1S,751,0.89394,0.92,4.08932,4.0708,4.10784,37.05
BOOST_NEGPULSE_1S,751,0.89394,0.93,4.09391,4.0737,4.11412,40.42
BOOST_NEGPULSE_1S,751,0.89394,0.94,4.09959,4.0772,4.12199,44.79
BOOST_NEGPULSE_1S,751,0.89394,0.95,4.10642,4.0811,4.13175,50.66
BOOST_NEGPULSE_1S,751,0.89394,0.96,4.11533,4.0869,4.14377,56.87
BOOST_NEGPULSE_1S,751,0.89394,0.97,4.12673,4.0947,4.15877,64.07
BOOST_NEGPULSE_1S,751,0.89394,0.98,4.14179,4.1063,4.17728,70.99
BOOST_NEGPULSE_1S,1426,0.81043,0.16,2.84197,2.62019,3.06375,443.56
BOOST_NEGPULSE_1S,1426,0.81043,0.17,3.04592,2.88248,3.20936,326.88
BOOST_NEGPULSE_1S,1426,0.81043,0.18,3.1508,3.00307,3.29853,295.46
BOOST_NEGPULSE_1S,1426,0.81043,0.19,3.22066,3.07916,3.36216,283.0
BOOST_NEGPULSE_1S,1426,0.81043,0.2,3.27237,3.13626,3.40848,272.22
BOOST_NEGPULSE_1S,1426,0.81043,0.21,3.30845,3.1847,3.43219,247.5
BOOST_NEGPULSE_1S,1426,0.81043,0.22,3.33566,3.22851,3.4428,214.29
BOOST_NEGPULSE_1S,1426,0.81043,0.23,3.35945,3.26824,3.45065,182.41
BOOST_NEGPULSE_1S,1426,0.81043,0.24,3.38045,3.30299,3.4579,154.91
BOOST_NEGPULSE_1S,1426,0.81043,0.25,3.39918,3.33291,3.46546,132.55
BOOST_NEGPULSE_1S,1426,0.81043,0.26,3.41516,3.35696,3.47336,116.4
BOOST_NEGPULSE_1S,1426,0.81043,0.27,3.42918,3.3763,3.48206,105.76
BOOST_NEGPULSE_1S,1426,0.81043,0.28,3.44181,3.392,3.49162,99.62
BOOST_NEGPULSE_1S,1426,0.81043,0.29,3.45335,3.40454,3.50216,97.63
BOOST_NEGPULSE_1S,1426,0.81043,0.3,3.46463,3.41553,3.51372,98.2
BOOST_NEGPULSE_1S,1426,0.81043,0.31,3.47585,3.42582,3.52588,100.06
BOOST_NEGPULSE_1S,1426,0.81043,0.32,3.48711,3.43584,3.53838,102.54
BOOST_NEGPULSE_1S,1426,0.81043,0.33,3.49835,3.44583,3.55088,105.05
BOOST_NEGPULSE_1S,1426,0.81043,0.34,3.50991,3.45663,3.56319,106.56
BOOST_NEGPULSE_1S,1426,0.81043,0.35,3.52113,3.46733,3.57494,107.61
BOOST_NEGPULSE_1S,1426,0.81043,0.36,3.53256,3.47863,3.58648,107.86
