cell,zipname,file,kind,cycle,n,bad_frac,T_min,T_med,T_lowV_med,note
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,05-26-23_06.26_BCNP1s_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1132_to_1146.mat,drive,1132,84883,0.0,24.48,26.74,26.83,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,05-27-23_07.36_BCNP1s_protocol_halfC_0.5C_dchg_(b1)_IN21700_30T_cycle_#1147.mat,halfC,1147,5943,0.0,24.64,25.43,25.71,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,05-27-23_07.36_BCNP1s_protocol_halfC_CAP_(b1)_forexcel_cycle_#1147.mat,CAP,1147,0,1.0,,,,read:KeyError
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,05-27-23_10.54_BCNP1s_protocol_halfC_0.5C_dchg_(b2)_IN21700_30T_cycle_#1148.mat,halfC,1148,5942,0.0,24.59,25.44,25.7,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,05-27-23_10.54_BCNP1s_protocol_halfC_CAP_(b2)_forexcel_cycle_#1148.mat,CAP,1148,0,1.0,,,,read:KeyError
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,05-27-23_13.20_BCNP1s_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1149_to_1163.mat,drive,1149,85448,0.0,24.46,26.74,26.8,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,05-30-23_08.16_BCNP1s_protocol_whole_Schedule_IN21700_30T_cycle_#1164_week#32.mat,schedule,1164,257253,0.0,22.55,26.39,26.52,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,05-30-23_08.55_BCNP1s_protocol_halfC_0.5C_dchg_(a1)_IN21700_30T_cycle_#1164.mat,halfC,1164,6028,0.0,24.48,25.5,25.82,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,05-30-23_08.55_BCNP1s_protocol_halfC_CAP_(a1)_forexcel_cycle_#1164.mat,CAP,1164,0,1.0,,,,read:KeyError
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,05-30-23_12.19_BCNP1s_protocol_halfC_0.5C_dchg_(a2)_IN21700_30T_cycle_#1165.mat,halfC,1165,5864,0.0,24.55,25.42,25.72,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,05-30-23_12.19_BCNP1s_protocol_halfC_CAP_(a2)_forexcel_cycle_#1165.mat,CAP,1165,0,1.0,,,,read:KeyError
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,05-30-23_14.11_BCNP1s_protocol_ONE_C_charge_IN21700_30T_cycle_#1165.mat,other,1165,250,0.0,24.85,26.93,25.25,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,05-30-23_15.40_BCNP1s_protocol_OneC_1C_dchg_IN21700_30T_cycle_#1166.mat,other,1166,2896,0.0,24.61,26.5,26.9,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,05-30-23_18.12_BCNP1s_protocol_TwoC_2C_dchg_IN21700_30T_cycle_#1167.mat,other,1167,1433,0.0,24.57,29.4,30.09,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,05-30-23_20.20_BCNP1s_protocol_HPPC_IN21700_30T_cycle_#1168.mat,HPPC,1168,34597,0.0,24.35,25.4,25.35,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-01-23_02.20_BCNP1s_protocol_tenpercent_chg_a_IN21700_30T_cycle_#1168.mat,other,1168,882,0.0,24.66,25.32,25.32,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-01-23_02.45_BCNP1s_protocol_FastCharge_IN21700_30T_cycle_#1168.mat,other,1168,3926,0.0,24.6,33.15,25.28,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-01-23_03.07_BCNP1s_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1169_to_1183.mat,drive,1169,84120,0.0,24.54,26.84,26.93,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-02-23_04.05_BCNP1s_protocol_halfC_0.5C_dchg_(b1)_IN21700_30T_cycle_#1184.mat,halfC,1184,5910,0.0,24.59,25.52,25.84,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-02-23_04.05_BCNP1s_protocol_halfC_CAP_(b1)_forexcel_cycle_#1184.mat,CAP,1184,0,1.0,,,,read:KeyError
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-02-23_07.24_BCNP1s_protocol_halfC_0.5C_dchg_(b2)_IN21700_30T_cycle_#1185.mat,halfC,1185,5908,0.0,24.63,25.47,25.85,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-02-23_07.24_BCNP1s_protocol_halfC_CAP_(b2)_forexcel_cycle_#1185.mat,CAP,1185,0,1.0,,,,read:KeyError
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-02-23_09.49_BCNP1s_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1186_to_1200.mat,drive,1186,84944,0.0,24.49,26.81,26.87,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-05-23_18.40_BCNP1s_protocol_whole_Schedule_IN21700_30T_cycle_#1201_week#33.mat,schedule,1201,255468,0.0,23.14,26.47,26.64,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-05-23_19.19_BCNP1s_protocol_halfC_0.5C_dchg_(a1)_IN21700_30T_cycle_#1202.mat,halfC,1202,5991,0.0,24.5,25.57,25.9,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-05-23_19.19_BCNP1s_protocol_halfC_CAP_(a1)_forexcel_cycle_#1202.mat,CAP,1202,0,1.0,,,,read:KeyError
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-05-23_22.43_BCNP1s_protocol_halfC_0.5C_dchg_(a2)_IN21700_30T_cycle_#1203.mat,halfC,1203,5821,0.0,24.64,25.54,25.89,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-05-23_22.43_BCNP1s_protocol_halfC_CAP_(a2)_forexcel_cycle_#1203.mat,CAP,1203,0,1.0,,,,read:KeyError
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-06-23_00.35_BCNP1s_protocol_ONE_C_charge_IN21700_30T_cycle_#1203.mat,other,1203,247,0.0,24.83,27.16,25.19,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-06-23_02.05_BCNP1s_protocol_OneC_1C_dchg_IN21700_30T_cycle_#1204.mat,other,1204,2872,0.0,24.63,26.73,27.09,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-06-23_04.37_BCNP1s_protocol_TwoC_2C_dchg_IN21700_30T_cycle_#1205.mat,other,1205,1423,0.0,24.63,29.64,30.32,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-06-23_06.45_BCNP1s_protocol_HPPC_IN21700_30T_cycle_#1206.mat,HPPC,1206,34528,0.0,24.41,25.46,25.41,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-07-23_12.45_BCNP1s_protocol_tenpercent_chg_a_IN21700_30T_cycle_#1206.mat,other,1206,875,0.0,24.69,25.36,25.36,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-07-23_13.10_BCNP1s_protocol_FastCharge_IN21700_30T_cycle_#1206.mat,other,1206,3876,0.0,24.68,33.34,25.19,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-07-23_13.32_BCNP1s_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1207_to_1221.mat,drive,1207,83432,0.0,24.51,26.95,27.09,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-08-23_14.19_BCNP1s_protocol_halfC_0.5C_dchg_(b1)_IN21700_30T_cycle_#1222.mat,halfC,1222,5871,0.0,24.62,25.57,25.91,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-08-23_14.19_BCNP1s_protocol_halfC_CAP_(b1)_forexcel_cycle_#1222.mat,CAP,1222,0,1.0,,,,read:KeyError
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-08-23_17.38_BCNP1s_protocol_halfC_0.5C_dchg_(b2)_IN21700_30T_cycle_#1223.mat,halfC,1223,5869,0.0,24.61,25.53,25.86,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-08-23_17.38_BCNP1s_protocol_halfC_CAP_(b2)_forexcel_cycle_#1223.mat,CAP,1223,0,1.0,,,,read:KeyError
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-08-23_20.03_BCNP1s_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1224_to_1238.mat,drive,1224,84210,0.0,24.45,26.93,27.02,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-12-23_15.03_BCNP1s_protocol_whole_Schedule_IN21700_30T_cycle_#1239_week#34.mat,schedule,1239,254066,0.0,22.62,26.52,26.72,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-12-23_15.43_BCNP1s_protocol_halfC_0.5C_dchg_(a1)_IN21700_30T_cycle_#1239.mat,halfC,1239,5952,0.0,24.62,25.68,26.04,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-12-23_15.43_BCNP1s_protocol_halfC_CAP_(a1)_forexcel_cycle_#1239.mat,CAP,1239,0,1.0,,,,read:KeyError
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-12-23_19.07_BCNP1s_protocol_halfC_0.5C_dchg_(a2)_IN21700_30T_cycle_#1240.mat,halfC,1240,5777,0.0,24.61,25.55,25.86,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-12-23_19.07_BCNP1s_protocol_halfC_CAP_(a2)_forexcel_cycle_#1240.mat,CAP,1240,0,1.0,,,,read:KeyError
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-12-23_20.59_BCNP1s_protocol_ONE_C_charge_IN21700_30T_cycle_#1240.mat,other,1240,244,0.0,24.8,27.16,25.28,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-12-23_22.29_BCNP1s_protocol_OneC_1C_dchg_IN21700_30T_cycle_#1241.mat,other,1241,2849,0.0,24.69,26.73,27.19,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-13-23_01.01_BCNP1s_protocol_TwoC_2C_dchg_IN21700_30T_cycle_#1242.mat,other,1242,1412,0.0,24.65,29.83,30.55,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-13-23_03.10_BCNP1s_protocol_HPPC_IN21700_30T_cycle_#1243.mat,HPPC,1243,34518,0.0,24.47,25.49,25.42,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-14-23_09.10_BCNP1s_protocol_tenpercent_chg_a_IN21700_30T_cycle_#1243.mat,other,1243,869,0.0,24.69,25.35,25.35,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-14-23_09.35_BCNP1s_protocol_FastCharge_IN21700_30T_cycle_#1243.mat,other,1243,3813,0.0,24.71,33.52,25.47,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-14-23_09.57_BCNP1s_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1244_to_1258.mat,drive,1244,82791,0.0,24.56,27.07,27.21,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-15-23_10.34_BCNP1s_protocol_halfC_0.5C_dchg_(b1)_IN21700_30T_cycle_#1259.mat,halfC,1259,5831,0.0,24.67,25.55,25.86,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-15-23_10.34_BCNP1s_protocol_halfC_CAP_(b1)_forexcel_cycle_#1259.mat,CAP,1259,0,1.0,,,,read:KeyError
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-15-23_13.53_BCNP1s_protocol_halfC_0.5C_dchg_(b2)_IN21700_30T_cycle_#1260.mat,halfC,1260,5828,0.0,24.5,25.53,25.87,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-15-23_13.53_BCNP1s_protocol_halfC_CAP_(b2)_forexcel_cycle_#1260.mat,CAP,1260,0,1.0,,,,read:KeyError
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-15-23_16.17_BCNP1s_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1261_to_1275.mat,drive,1261,83529,0.0,22.62,27.0,27.11,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-18-23_07.35_BCNP1s_protocol_whole_Schedule_IN21700_30T_cycle_#1276_week#35.mat,schedule,1276,252897,0.0,22.52,26.52,26.74,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-18-23_08.15_BCNP1s_protocol_halfC_0.5C_dchg_(a1)_IN21700_30T_cycle_#1277.mat,halfC,1277,5937,0.0,24.55,25.61,25.98,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-18-23_08.15_BCNP1s_protocol_halfC_CAP_(a1)_forexcel_cycle_#1277.mat,CAP,1277,0,1.0,,,,read:KeyError
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-18-23_11.40_BCNP1s_protocol_halfC_0.5C_dchg_(a2)_IN21700_30T_cycle_#1278.mat,halfC,1278,5760,0.0,24.66,25.53,25.8,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-18-23_11.40_BCNP1s_protocol_halfC_CAP_(a2)_forexcel_cycle_#1278.mat,CAP,1278,0,1.0,,,,read:KeyError
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-18-23_13.31_BCNP1s_protocol_ONE_C_charge_IN21700_30T_cycle_#1278.mat,other,1278,241,0.0,24.73,27.14,25.14,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-18-23_15.02_BCNP1s_protocol_OneC_1C_dchg_IN21700_30T_cycle_#1279.mat,other,1279,2840,0.0,24.6,26.79,27.22,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-18-23_17.36_BCNP1s_protocol_TwoC_2C_dchg_IN21700_30T_cycle_#1280.mat,other,1280,1407,0.0,24.03,29.82,30.52,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-18-23_19.45_BCNP1s_protocol_HPPC_IN21700_30T_cycle_#1281.mat,HPPC,1281,34498,0.0,23.34,25.44,25.38,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-20-23_01.45_BCNP1s_protocol_tenpercent_chg_a_IN21700_30T_cycle_#1281.mat,other,1281,866,0.0,24.86,25.47,25.47,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-20-23_02.09_BCNP1s_protocol_FastCharge_IN21700_30T_cycle_#1281.mat,other,1281,3765,0.0,24.73,33.68,25.42,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-20-23_02.31_BCNP1s_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1282_to_1296.mat,drive,1282,82200,0.0,24.43,27.07,27.24,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-21-23_02.59_BCNP1s_protocol_halfC_0.5C_dchg_(b1)_IN21700_30T_cycle_#1297.mat,halfC,1297,5799,0.0,24.6,25.59,26.01,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-21-23_02.59_BCNP1s_protocol_halfC_CAP_(b1)_forexcel_cycle_#1297.mat,CAP,1297,0,1.0,,,,read:KeyError
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-21-23_06.19_BCNP1s_protocol_halfC_0.5C_dchg_(b2)_IN21700_30T_cycle_#1298.mat,halfC,1298,5797,0.0,24.48,25.56,25.93,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-21-23_06.19_BCNP1s_protocol_halfC_CAP_(b2)_forexcel_cycle_#1298.mat,CAP,1298,0,1.0,,,,read:KeyError
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,06-21-23_08.42_BCNP1s_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1299_to_1313.mat,drive,1299,83001,0.0,22.52,27.05,27.2,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-05-23_16.21_BCNP1s_protocol_whole_Schedule_IN21700_30T_cycle_#1314_week#36.mat,schedule,1314,247967,1.0,0.0,0.5,1.5,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-07-23_17.19_BCNP1s_protocol_halfC_0.5C_dchg_(a1)_IN21700_30T_cycle_#1314.mat,halfC,1314,5822,1.0,,,,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-07-23_17.19_BCNP1s_protocol_halfC_CAP_(a1)_forexcel_cycle_#1314.mat,CAP,1314,0,1.0,,,,read:KeyError
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-07-23_20.42_BCNP1s_protocol_halfC_0.5C_dchg_(a2)_IN21700_30T_cycle_#1315.mat,halfC,1315,5631,1.0,,,,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-07-23_20.42_BCNP1s_protocol_halfC_CAP_(a2)_forexcel_cycle_#1315.mat,CAP,1315,0,1.0,,,,read:KeyError
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-07-23_22.31_BCNP1s_protocol_ONE_C_charge_IN21700_30T_cycle_#1315.mat,other,1315,234,0.0,24.84,27.17,25.15,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-08-23_00.03_BCNP1s_protocol_OneC_1C_dchg_IN21700_30T_cycle_#1316.mat,other,1316,2780,1.0,,,,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-08-23_02.35_BCNP1s_protocol_TwoC_2C_dchg_IN21700_30T_cycle_#1317.mat,other,1317,1377,1.0,,,,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-08-23_04.44_BCNP1s_protocol_HPPC_IN21700_30T_cycle_#1318.mat,HPPC,1318,34507,1.0,,,,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-09-23_10.45_BCNP1s_protocol_tenpercent_chg_a_IN21700_30T_cycle_#1318.mat,other,1318,848,1.0,,,,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-09-23_11.09_BCNP1s_protocol_FastCharge_IN21700_30T_cycle_#1318.mat,other,1318,3666,1.0,,,,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-09-23_11.31_BCNP1s_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1319_to_1333.mat,drive,1319,79883,0.0,24.55,27.23,27.43,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-10-23_11.21_BCNP1s_protocol_halfC_0.5C_dchg_(b1)_IN21700_30T_cycle_#1334.mat,halfC,1334,5711,1.0,,,,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-10-23_11.21_BCNP1s_protocol_halfC_CAP_(b1)_forexcel_cycle_#1334.mat,CAP,1334,0,1.0,,,,read:KeyError
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-10-23_14.39_BCNP1s_protocol_halfC_0.5C_dchg_(b2)_IN21700_30T_cycle_#1335.mat,halfC,1335,5710,1.0,,,,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-10-23_14.39_BCNP1s_protocol_halfC_CAP_(b2)_forexcel_cycle_#1335.mat,CAP,1335,0,1.0,,,,read:KeyError
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-10-23_17.01_BCNP1s_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1336_to_1350.mat,drive,1336,81124,0.0,24.56,27.23,27.4,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-13-23_16.44_BCNP1s_protocol_whole_Schedule_IN21700_30T_cycle_#1351_week#37.mat,schedule,1351,249794,0.0,23.29,26.7,26.98,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-18-23_00.53_BCNP1s_protocol_halfC_0.5C_dchg_(a1)_IN21700_30T_cycle_#1352.mat,halfC,1352,5823,0.0,24.73,25.79,26.13,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-18-23_00.53_BCNP1s_protocol_halfC_CAP_(a1)_forexcel_cycle_#1352.mat,CAP,1352,0,1.0,,,,read:KeyError
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-18-23_04.18_BCNP1s_protocol_halfC_0.5C_dchg_(a2)_IN21700_30T_cycle_#1353.mat,halfC,1353,5651,0.0,24.69,25.72,26.07,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-18-23_04.18_BCNP1s_protocol_halfC_CAP_(a2)_forexcel_cycle_#1353.mat,CAP,1353,0,1.0,,,,read:KeyError
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-18-23_06.07_BCNP1s_protocol_ONE_C_charge_IN21700_30T_cycle_#1353.mat,other,1353,233,0.0,24.85,27.44,25.43,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-18-23_07.41_BCNP1s_protocol_OneC_1C_dchg_IN21700_30T_cycle_#1354.mat,other,1354,2782,0.0,24.73,26.97,27.46,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-18-23_10.14_BCNP1s_protocol_TwoC_2C_dchg_IN21700_30T_cycle_#1355.mat,other,1355,1380,0.0,24.71,30.28,30.95,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-18-23_12.25_BCNP1s_protocol_HPPC_IN21700_30T_cycle_#1356.mat,HPPC,1356,34439,0.0,24.18,25.49,25.41,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-19-23_18.24_BCNP1s_protocol_tenpercent_chg_a_IN21700_30T_cycle_#1356.mat,other,1356,850,0.0,24.66,25.44,25.44,
BOOST_NEGPULSE_1S,10-BOOST CHARGING WITH NEGATIVE PULSES_1s_PERIOD_protocol.zip,07-19-23_18.48_BCNP1s_protocol_FastCharge_IN21700_30T_cycle_#1356.mat,other,1356,3637,0.0,24.64,34.04,25.07,
